Address,Age of annuitant 1,Age of annuitant 2,Air conditioning,Alarm,As built plan,"As property tenant or owner, insure your real estate: fire, theft, water damage, storm, ...",Asking price excluding VAT and excl. notary fees (excluding eventual registration fees on the ground),Asking price excluding registration fees and excl. notary fees,Attic,Attic accesible with fixed stairs,Available as of,Bathrooms,Bedroom 1 area,Bedroom 2 area,Bedroom 3 area,Bedroom 4 area,Bedroom 5 area,Bedrooms,Building condition,CO₂ emission,Cable TV,Cadastral income,Cellar,Cellar area,Conformity certification for fuel tanks,Connection to sewer network,Current monthly revenue,Depth of plot,Dining room,Dining room area,Disabled access,Distance to school,Distance to shop,Distance to transports,District or place name,Double glazing,Dressing room,EPC - Energy consumption,EPC score,Find the mortgage formula and a borrowing rate that suits you the best!,Fireplaces,Flat land,Furnished,Garden,Garden area,Heat pump,Heating,Indexed annuity,Indoor parking spaces,Inspection report of the electrical installation,Intercom,Isolated attic,Jacuzzi,Kitchen area,Kitchen setup,Latest land use designation,Laundry room,Life annuity type,Lift,Living room,Living room area,Monthly annuity,Monthly charges,Name of the building,Net floor area,Newly built,Number of dwellings,Number of floors,Number of frontages,Number of lives,Number of outbuildings,Number of rooms,Office,Office area,Orientation,Orientation terrace,Outdoor parking spaces,Photovoltaic solar panels,Planning permission obtained,Plot area,Plot to front,Plot to rear,Possible priority purchase right,Proceedings for breach of planning regulations,Reference number of the EPC report,Reinforced door,Requested sale price,Reversionary annuity,Sauna,Setting,Shower rooms,Subdivision permit,Swimming pool,Tenement building,Terrace,Terrace area,Theoretical total energy consumption,Thermic solar panels,"To ensure your payments and your family safety in case of early death, you can take a Decreasing life insurance.",Toilets,Town planning,Type of flood-risk area,Value of the property,Width of plot to street,Width of street façade,Wooded land,Workspace,Workspace area,Year of construction
Bevrijdingslaan 65        | 9000 - Gent,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,17 m2,17 m2,17 m2,17 m2,,4,Good condition,,,€ 373,,,,,,13,,,,,,,,,,449 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,10 m2,Installed,"Living area (residential, urban or rural)",,,,yes,40 m2,,,,133 m2,,,2,2,,,,,,East,,,,no,59 m2,,,yes,no,20170711-0001977702-1 HELP,,"€ 187,500",,,,1,Not specified,,,yes,4 m2,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,,,,,,1899
Overwinningsstraat 78        | 2830 - Willebroek,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,18 m2,17 m2,9 m2,,,3,To be renovated,"1,000 kg CO2/m2",,"€ 1,933",yes,,,,,,,,,400 m,"1,000 m",66 m,,,,309 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,2,"yes, not conform",,,,14 m2,Semi-equipped,"Living area (residential, urban or rural)",,,,yes,29 m2,,,,179 m2,,,2,2,,,,,,West,,,,yes,324 m2,,,no,no,20170822-0001986868-1 HELP,,"€ 249,000",,,shop street,,no,,yes,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,4.85,,,,,1973
Jozef Wautersstraat 104        | 2830 - Willebroek,,,,,no,Choose your home insurance,,,,,Overeen te komen - A convenir - To be established,1,12 m2,12 m2,,,,2,To be done up,"1,000 kg CO2/m2",,€ 609,yes,,"yes, conform",,,35,yes,11 m2,,424 m,"3,586 m",212 m,,yes,,390 kWh/m2,,Calculate your monthly installment,,,,yes,333 m2,,Fuel,,1,"yes, not conform",,,,,Semi-equipped,"Living area (residential, urban or rural)",,,,yes,25 m2,,,,112 m2,,,2,3,,,,,,,,,,yes,455 m2,,,no,Not specified,20170420-0001951089-2 HELP,,"€ 289,000",,,,,no,,,,,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,15,,,,,1956
Sint-Servatiusstraat 4        | 3590 - Diepenbeek,,,,yes,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,2,24 m2,15 m2,14 m2,,,3,Good condition,,,"€ 1,908",yes,,,,,,yes,31 m2,,400 m,700 m,290 m,,yes,,422 kWh/m2,,Calculate your monthly installment,,,,yes,114 m2,,Fuel,,1,"yes, not conform",,,,20 m2,Semi-equipped,Not specified,,,,yes,31 m2,,,,294 m2,,,2,4,,,,yes,20 m2,Northeast,,1,,yes,776 m2,,,no,no,20160821-0001888081-1 HELP,,"€ 319,000",,,Residential,,Not specified,,,yes,79 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,24,,,,,1977
Slaghoutstraat 21        | 3600 - Genk,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,18 m2,18 m2,16 m2,,,3,Good condition,,,"€ 1,147",,,,,,59,,,,"4,600 m","1,400 m","1,000 m",,yes,,473 kWh/m2,,Calculate your monthly installment,,,,yes,"1,241 m2",,Pellet,,2,"yes, not conform",yes,,,16 m2,Installed,Not specified,,,,,,,,,218 m2,,,2,4,,,,,,South-West,,2,,yes,"1,436 m2",,,no,Not specified,20171219-0002012203-2 HELP,,"€ 335,000",,,,,Not specified,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,23.4,,,,,1996
Jacostraat 4        | 3400 - Landen,,,,,no,Choose your home insurance,,,,,na opzeg huur overeenkomst - na opzeg huur overeen,4,35 m2,15 m2,13 m2,12 m2,,4,Good condition,,,€ 868,yes,,,,,26,,,,,500 m,100 m,,yes,,241 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,,Installed,Not specified,,,,yes,91 m2,,,,244 m2,,,1,4,,,,,,South-West,,,,yes,560 m2,,,no,no,20160115-0001822824-1 HELP,,"€ 349,000",,,landscape,,Not specified,,,yes,,,,Insure your mortgage loan,1,,Possible flood zone,,23.08,,,,,2002
Rue David Van Bever 46        | 1150 - Woluwe-Saint-Pierre,,,,,Not specified,Choose your home insurance,,,,,01/08/2018,1,15 m2,12 m2,10 m2,,,3,To be done up,86 kg CO2/m2,yes,€ 680,yes,,no,yes,,,yes,,,,,,,yes,,419 kWh/m2,,Calculate your monthly installment,,,,yes,40 m2,,Gas,,,"yes, not conform",yes,,,,Hyper-equipped,,,,,yes,35 m2,,,,123 m2,,,2,2,,,,yes,,,,,,no,92 m2,,,no,no,354530 HELP,,"€ 375,000",,,Urban,,no,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1903
Leerlooierslaan 2        | 2890 - SINT-AMANDS,,,,yes,no,Choose your home insurance,,,,,Upon exchange of deeds,2,30 m2,29 m2,21 m2,,,6,Good condition,,,"€ 2,464",yes,,,,,,,,,,,,,yes,,347 kWh/m2,,Calculate your monthly installment,1,,,,,,Gas,,4,"yes, not conform",,,,29 m2,Hyper-equipped,"Living area (residential, urban or rural)",,,,yes,42 m2,,,,709 m2,,,2,4,,,,yes,128 m2,North-West,,5,,yes,"1,659 m2",,,no,no,20160801-0001882961-2 HELP,,"€ 624,000",,,Residential,,yes,,,yes,32 m2,,,Insure your mortgage loan,5,,,,,,,,,1975
Bosruiterlei 14        | 2950 - Kapellen,,,,yes,Not specified,Choose your home insurance,,,,,,3,90 m2,24 m2,32 m2,16 m2,16 m2,6,As new,,yes,,yes,50 m2,no,,,,yes,61 m2,,,,,,,yes,174 kWh/m2,,Calculate your monthly installment,1,,,yes,"5,600 m2",,Gas,,3,"yes, conform",yes,,,21 m2,Hyper-equipped,Residential park,yes,,,yes,61 m2,,,,500 m2,,,3,4,,,,yes,23 m2,South,,3,,yes,"5,840 m2",,,no,no,516854 HELP,,"€ 1,149,000",,,Residential,4,yes,yes,,yes,42 m2,,,Insure your mortgage loan,6,,Recognized flood zone,,,27 m,,,,2000
TWEEGEZUSTERSLAAN 35        | 2100 - Deurne,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Just renovated,,,"€ 1,147",yes,,"yes, conform",,,,,,,,,,,,,379 kWh/m2,,Calculate your monthly installment,,,,yes,80 m2,,Fuel,,1,"yes, conform",,,,,Installed,Not specified,,,,yes,50 m2,,,,225 m2,,,,2,,,,,,West,,,,Not specified,198 m2,,,Not specified,Not specified,20180105-0002022563-1 HELP,,"€ 339,000",,,,1,Not specified,,,yes,30 m2,,,Insure your mortgage loan,2,,,,6,6 m,,,,1954
Chemin du Panorama 10        | 1325 - Bonlez,,,,yes,Not specified,Choose your home insurance,,,85 m2,,Upon exchange of deeds,2,18 m2,17 m2,17 m2,,,3,As new,,yes,,yes,3 m2,no,yes,,58,,,,"2,000 m","2,000 m",200 m,,yes,,79 kWh/m2,,Calculate your monthly installment,1,,,yes,,yes,,,2,"yes, conform",,,,16 m2,Uninstalled,"Living area (residential, urban or rural)",yes,,,yes,54 m2,,,,292 m2,yes,1,2,4,,,,yes,10 m2,South,South,3,,yes,"1,132 m2",yes,,Not specified,Not specified,RWPEB-030536 HELP,,"€ 490,000",,,Residential,,Not specified,,,yes,30 m2,"16,187 kWh/year",,Insure your mortgage loan,3,,Property located in a non-flood zone,,16,12·3 m,,,,2017
Place de Jamblinne de Meux 38        | 1040 - Etterbeek,,,,,Not specified,Choose your home insurance,,,,,01/03/2018,2,23 m2,20 m2,18 m2,17 m2,10 m2,5,As new,64 kg CO2/m2,yes,,,,,,,,yes,,,,,,,,,303 kWh/m2,,Calculate your monthly installment,,,,yes,125 m2,,Gas,,,"yes, not conform",,,,,Hyper-equipped,,,,,yes,75 m2,,,,390 m2,,,3,2,,,,yes,,,,,,Not specified,236 m2,,,Not specified,Not specified,0 HELP,,"€ 1,090,000",,,Residential,1,Not specified,,,yes,20 m2,,,Insure your mortgage loan,5,,Property located in a non-flood zone,,,,,,,1909
Floréal 77        | 9600 - Ronse,,,,,no,Choose your home insurance,,,,,,1,15 m2,11 m2,11 m2,,,3,To be done up,,,€ 721,yes,,,,,,,,,,,,,yes,,766 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,1,,,,,7 m2,Semi-equipped,Not specified,,,,,,,,,98 m2,,,,3,,,,,,North-West,,,,Not specified,241 m2,,,Not specified,Not specified,20170909-0001991941-1 HELP,,"€ 149,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,2,,,,,,,,,1970
Buitenlaan 37        | 3600 - Genk,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,14 m2,11 m2,8 m2,,,3,Good condition,,,€ 421,yes,,"yes, conform",,,,yes,30 m2,,"1,400 m",450 m,170 m,,yes,,409 kWh/m2,,Calculate your monthly installment,,,,,,,,,1,"yes, not conform",,,,18 m2,Installed,Not specified,,,,yes,31 m2,,,,152 m2,,,3,2,,,,,,Southeast,,,,Not specified,290 m2,,,no,no,20161121-0001912380-1 HELP,,"€ 207,000",,,,,no,,,yes,16 m2,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,,6 m,,,,1930
Scheurestraat 14        | 3640 - Kinrooi,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,2,26 m2,23 m2,15 m2,12 m2,,4,Good condition,,,€ 723,,,,,,37,yes,36 m2,,"3,500 m",600 m,350 m,,yes,,481 kWh/m2,,Calculate your monthly installment,,,,,,,,,1,"yes, not conform",,,,16 m2,Installed,Not specified,,,,,,,,,411 m2,,,2,4,,,,,,Northeast,,2,,Not specified,"1,001 m2",,,no,Not specified,20171226-0002019447-1 HELP,,"€ 274,000",,,Country,,Not specified,,,yes,28 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,19.8,12 m,,,,1972
Clos du Fortin 21        | 4600 - Richelle,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,1,13 m2,13 m2,9 m2,11 m2,,4,As new,,yes,€ 970,,,,yes,,,,,,,,,,yes,,217 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,,,,,11 m2,Installed,,,,,yes,30 m2,,,,169 m2,,,1,4,,,,,,,,1,,Not specified,778 m2,,,Not specified,Not specified,20179225004438 HELP,,"€ 299,000",,,Residential,,Not specified,,,yes,39 m2,"36,523 kWh/year",,Insure your mortgage loan,2,,,,,11 m,,,,2005
Geraardsbergsestraat 88        | 9400 - Ninove,,,,yes,no,Choose your home insurance,,,,,Upon exchange of deeds,3,32 m2,32 m2,32 m2,12 m2,,4,As new,,,"€ 1,028",yes,,,,,,yes,34 m2,,500 m,10 m,74 m,,yes,,229 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,3,,yes,,,14 m2,Installed,Not specified,,,,yes,20 m2,,,,375 m2,,,3,2,,,,,,,,3,,Not specified,400 m2,,,no,Not specified,20160519-0001863596-1 HELP,,"€ 339,000",,,Urban,,no,,yes,yes,155 m2,,,Insure your mortgage loan,3,,Property located in a non-flood zone,,,8 m,,,,1918
Toekomststraat 5        | 3500 - Hasselt,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,24 m2,16 m2,16 m2,16 m2,7 m2,5,To be done up,,,"€ 1,343",yes,,,,,,yes,33 m2,,300 m,450 m,90 m,,,,280 kWh/m2,,Calculate your monthly installment,1,,,,,,,,1,"yes, not conform",,,,6 m2,Semi-equipped,Not specified,,,,yes,33 m2,,,,290 m2,,,4,2,,,,,,West,,,,Not specified,130 m2,,,no,no,20171003-0001996135-1 HELP,,"€ 424,000",,,,,no,,,yes,23 m2,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,,6 m,,,,1928
1420 Braine-l'Alleud        |          Ask for the exact address,,,,yes,no,Choose your home insurance,,,,,01/02/2018,3,21 m2,20 m2,19 m2,18 m2,14 m2,5,As new,86 kg CO2/m2,yes,"€ 7,229",yes,,,,,77,,,yes,"3,800 m","1,800 m",,Brabant Wallon,yes,,347 kWh/m2,,Calculate your monthly installment,,,,yes,"3,000 m2",,Fuel,,1,no,yes,,,27 m2,Hyper-equipped,"Living area (residential, urban or rural)",,,,yes,115 m2,,,,430 m2,,,1,4,,,,yes,,,,1,,yes,"5,362 m2",,,no,no,20180118006147 HELP,,"€ 1,590,000",,,Residential,1,yes,yes,,yes,90 m2,"148,569 kWh/year",,Insure your mortgage loan,4,,Property located in a non-flood zone,,69,24 m,,,23 m2,1968
Roggestraat 41        | 2170 - Merksem,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,2,Good condition,,,€ 763,,,,,,28,,,,713 m,"1,010 m",392 m,,,,511 kWh/m2,,Calculate your monthly installment,,,,yes,86 m2,,Gas,,1,"yes, conform",,,,,,"Living area (residential, urban or rural)",,,,yes,28 m2,,,,106 m2,,,,2,,,,,,West,,1,,yes,170 m2,,,no,no,20121228-0001279396-00000003-0 HELP,,"€ 219,000",,,,,no,,,yes,18 m2,,,Insure your mortgage loan,2,,Recognized flood zone,,6,6 m,,,,1963
Eikestraat 96        | 3080 - Tervuren,,,,yes,Not specified,Choose your home insurance,,,,,01/03/2018,4,22 m2,20 m2,17 m2,12 m2,9 m2,7,As new,550 kg CO2/m2,yes,"€ 8,117",yes,50 m2,,yes,,,yes,,yes,,,,,yes,,295 kWh/m2,,Calculate your monthly installment,,,,yes,"2,800 m2",,,,3,"yes, conform",yes,,,17 m2,Installed,Not specified,,,,yes,100 m2,,,,600 m2,,,2,4,,,,yes,,,,6,,Not specified,"3,860 m2",,,Not specified,Not specified,0 HELP,yes,"€ 2,750,000",,,Isolated,1,Not specified,yes,,yes,120 m2,,,Insure your mortgage loan,4,,Property located in a non-flood zone,,,,,,,1960
Wakkensteenweg 13        | 8710 - Wielsbeke,,,,,no,Choose your home insurance,,,,,,1,14 m2,13 m2,10 m2,,,3,To be done up,,,€ 332,yes,11 m2,,,,,,,,,,,,yes,,,,Calculate your monthly installment,,,,,,,Gas,,1,,,,,,Semi-equipped,Not specified,,,,,,,,,230 m2,,,,3,,,,,,,,,,Not specified,604 m2,,,Not specified,Not specified,,,"€ 185,000",,,,,Not specified,,,yes,,,,Insure your mortgage loan,,,,,,,,,,1925
6600 Bastogne        |          Ask for the exact address,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Just renovated,,,€ 748,yes,,,,,,,,,,,,,yes,,412 kWh/m2,,Calculate your monthly installment,1,,,,,,Fuel,,1,"yes, not conform",,,,,Installed,"Living area (residential, urban or rural)",,,,,,,,,250 m2,,,,4,,,,yes,,North,,4,,yes,"3,484 m2",,,no,Not specified,,,"€ 275,000",,,Residential,,no,,,yes,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,32,,,,,1967
Beukenhofstraat 110B        | 8570 - VICHTE,,,,,no,Choose your home insurance,,,,,,2,25 m2,14 m2,13 m2,,,3,As new,,,€ 537,,,"yes, conform",,,,,,,,,,,yes,,293 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,2,,,,,8 m2,Installed,Not specified,,,,,,,,,167 m2,,,,3,,,,,,,,,,Not specified,176 m2,,,Not specified,Not specified,20100124-0000423182-00000010-2 HELP,,"€ 268,000",,,,,Not specified,,,,,,,Insure your mortgage loan,,,,,,,,,,2007
avenue Dr Decroly 00        | 1180 - Uccle,,,,,Not specified,Choose your home insurance,,,,,,1,20 m2,15 m2,14 m2,10 m2,,4,As new,56 kg CO2/m2,yes,"€ 1,600",yes,12 m2,,yes,,10,yes,12 m2,yes,200 m,200 m,100 m,Xavier De Bue,yes,,262 kWh/m2,,Calculate your monthly installment,,yes,,yes,,,Gas,,1,,yes,,,12 m2,Installed,,,,,yes,43 m2,,,,160 m2,,1,2,2,,,,yes,20 m2,North-West,North-West,1,,Not specified,150 m2,yes,,Not specified,Not specified,20140326-0000220082-01-6 HELP,,"€ 415,000",,,Residential,1,Not specified,,,yes,20 m2,,,Insure your mortgage loan,2,,,,6,6 m,,yes,20 m2,1976
Achtbundersstraat 37        | 1850 - Grimbergen,,,,yes,Not specified,Choose your home insurance,,,,,,,13 m2,13 m2,17 m2,,,3,As new,,yes,"€ 1,946",,,not specified,yes,,,yes,13 m2,,,,,,yes,,334 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,29 m2,Installed,"Living area (residential, urban or rural)",,,,yes,22 m2,,,,218 m2,,,1,3,,,,yes,13 m2,,,2,,yes,545 m2,,,yes,no,20170915-0001993234-1 HELP,,"€ 450,000",,,Residential,,yes,,,,,,,Insure your mortgage loan,,,Property located in a non-flood zone,,14.41,,,,,1983
Rue Camille Van Exter 16        | 1180 - Uccle,,,,,Not specified,Choose your home insurance,,,,,30/10/2017,2,15 m2,10 m2,10 m2,,,3,,15 kg CO2/m2,,,yes,,,yes,,,yes,,yes,300 m,350 m,,Bruxelles Sud,yes,,88 kWh/m2,,Calculate your monthly installment,,,,yes,75 m2,,Gas,,2,"yes, conform",,,,,Hyper-equipped,"Living area (residential, urban or rural)",,,,yes,47 m2,,"€ 104,226",,191 m2,,,2,2,,,,,,,,1,,yes,"3,110 m2",,,no,no,B HELP,yes,"€ 550,000",,,Urban,1,yes,,,yes,15 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,6 m,,,,2017
Baasrodestraat 154        | 9280 - Lebbeke,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,,,,,,3,Good condition,,,€ 830,,,,,,65,,,,,,,,yes,,534 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,3,"yes, conform",,,,,Installed,Not specified,,,,,,,,,170 m2,,,,3,,,,,,South-West,,2,,yes,710 m2,,,no,Not specified,20110413-0000811381-00000006-5 HELP,,"€ 339,000",,,,1,Not specified,yes,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,11,7 m,,,,1967
Kalestraat 15        | 1970 - Wezembeek-Oppem,,,,,Not specified,Choose your home insurance,,,,,,2,8 m2,13 m2,11 m2,18 m2,,4,As new,,,"€ 1,127",yes,20 m2,no,,,37,,,,,,,,,,428 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,1,"yes, not conform",,,,7 m2,Hyper-equipped,"Living area (residential, urban or rural)",,,,,,,,,94 m2,,,,2,,,,,,South,,,,no,236 m2,,,yes,no,20180124-0002027295-1 HELP,,"€ 380,000",,,,1,no,yes,,,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,6.3,6·3 m,,,,1953
1380 Lasne        |          Ask for the exact address,,,,,Not specified,Choose your home insurance,,,,,Upon exchange of deeds,3,14 m2,16 m2,18 m2,25 m2,,4,Good condition,81 kg CO2/m2,yes,"€ 5,230",yes,,,yes,,,,,yes,,,,BRABANT WALLON,yes,,284 kWh/m2,,Calculate your monthly installment,,,,yes,"2,000 m2",,Electric,,2,"yes, not conform",,,,20 m2,Hyper-equipped,,,,,yes,63 m2,,,,280 m2,,,1,4,,,,,,,,1,,Not specified,"2,000 m2",,,Not specified,Not specified,20170713004416 HELP,,"€ 595,000",,,Residential,3,Not specified,yes,,yes,20 m2,not specified,,Insure your mortgage loan,4,,,,,16 m,,,,1978
Rue Courrière 2        | 7602 - Bury,,,,yes,Not specified,Choose your home insurance,,,,,A l'acte,4,,,,,,6,Good condition,228 kg CO2/m2,yes,€ 780,yes,,not specified,,,,,,,,,,Bury,yes,,922 kWh/m2,,Calculate your monthly installment,1,,,,,,Fuel,,4,no,,,,,,"Living area (residential, urban or rural)",,,,yes,60 m2,,,,450 m2,,,,4,,,,yes,30 m2,East,,15,,Not specified,"7,800 m2",,,Not specified,no,20160501006727 HELP,,"€ 750,000",,,landscape,1,Not specified,,,yes,100 m2,"171,855 kWh/year",,Insure your mortgage loan,,,Property located in a non-flood zone,,,32 m,,,30 m2,1900
Hasseltsesteenweg 230        | 3800 - SINT-TRUIDEN,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,13 m2,11 m2,,,,2,To be renovated,,,€ 371,yes,,,,,26,yes,10 m2,,,,,,yes,,"1,209 kWh/m2",,Calculate your monthly installment,,,,yes,492 m2,,Fuel,,2,"yes, not conform",,,,10 m2,Semi-equipped,Not specified,,,,yes,26 m2,,,,115 m2,,,,4,,,,,,North-West,,,,Not specified,600 m2,,,no,Not specified,20171211-0002006058-1 HELP,,"€ 115,000",,,Urban,,yes,,,yes,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,8,6 m,,,,1918
Gemeentehuisstraat 60        | 1740 - Ternat,,,,,no,Choose your home insurance,,,29 m2,,Upon exchange of deeds,1,15 m2,13 m2,,,,2,As new,,,€ 404,yes,11 m2,,,,,yes,14 m2,,850 m,500 m,400 m,,yes,,487 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,8 m2,Installed,Not specified,,,,yes,13 m2,,,,80 m2,,,,2,,,,,,North-West,,,,Not specified,50 m2,,,no,Not specified,20171106-0002008128-1 HELP,,"€ 149,000",,,,,Not specified,,,,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,,4 m,,,,1953
Ruttermolenstraat 111        | 3700 - Tongeren,,,,,no,Choose your home insurance,,,,,,1,22 m2,16 m2,14 m2,,,3,To be renovated,,,€ 436,yes,,,,,50,,,,"4,000 m","4,000 m",350 m,,yes,,568 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,12 m2,Semi-equipped,Not specified,,,,yes,20 m2,,,,210 m2,,,,3,,,,,,South,,4,,yes,"1,240 m2",,,no,no,20170912-0001991130-1 HELP,,"€ 176,000",,,Urban,,no,,,yes,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,25,20 m,,,,1930
Geebroek 5        | 3700 - Tongeren,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,16 m2,14 m2,6 m2,,,3,To be renovated,,,€ 669,,,"yes, conform",,,40,yes,16 m2,,500 m,"1,400 m",200 m,,yes,,658 kWh/m2,,Calculate your monthly installment,1,,,yes,260 m2,,Gas,,4,"yes, not conform",,,,24 m2,Semi-equipped,Not specified,,,,yes,16 m2,,,,166 m2,,,,2,,,,,,South,,,,yes,372 m2,,,no,no,20170911-0001991217-1 HELP,,"€ 199,000",,,Urban,,no,,,yes,,,,Insure your mortgage loan,1,,Property located in a non-flood zone,,14,14 m,,,,1954
Bilzersteenweg 483        | 3700 - Tongeren,,,,yes,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,2,15 m2,12 m2,,,,2,Just renovated,,,€ 543,yes,,"yes, conform",,,,,,,,,,,yes,,539 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,,"yes, conform",,,,13 m2,Semi-equipped,Not specified,,,,yes,26 m2,,,,185 m2,,,,3,,,,,,North,,2,,Not specified,355 m2,,,no,Not specified,20171009-0002000807-1 HELP,,"€ 225,000",,,Urban,,yes,,,yes,326 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,11 m,,,,1950
Stationsstraat 46        | 3720 - Kortessem,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,18 m2,12 m2,12 m2,,,3,To be renovated,,,€ 773,yes,,"yes, conform",,,48,yes,26 m2,,"2,136 m",,134 m,,,,678 kWh/m2,,Calculate your monthly installment,1,,,yes,744 m2,,Fuel,,3,"yes, not conform",,,,15 m2,Semi-equipped,Not specified,,,,yes,15 m2,,,,222 m2,,,,4,,,,yes,20 m2,South,,,,yes,874 m2,,,no,no,20180111-0002018361-1 HELP,,"€ 245,000",,,,,yes,,,yes,21 m2,,,Insure your mortgage loan,1,,Possible flood zone,,22,12 m,,,,1964
Melgesdreef 53        | 2170 - Merksem,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,27 m2,17 m2,,,,3,Good condition,,,"€ 1,730",,,"yes, not conform",,,,,,,,,,,,,438 kWh/m2,,Calculate your monthly installment,,,,,,,Gas,,,"yes, not conform",,,,13 m2,Installed,Not specified,,,,yes,32 m2,,,,175 m2,,,2,3,,,,yes,,South,,,,yes,130 m2,,,no,no,20160906-0001891844-1 HELP,,"€ 274,900",,,Residential,,Not specified,,,yes,31 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,7 m,,,,
Daalstraat 121        | 1790 - TERALFENE,,,,yes,no,Choose your home insurance,,,,,Upon exchange of deeds,1,21 m2,18 m2,14 m2,,,3,Good condition,,,"€ 1,013",yes,15 m2,,,,,,,,600 m,200 m,20 m,,,,159 kWh/m2,,Calculate your monthly installment,,,,yes,307 m2,,Gas,,,,yes,,,16 m2,Installed,"Living area (residential, urban or rural)",,,,yes,27 m2,,,,363 m2,,,3,2,,,,yes,17 m2,South-West,,,,no,448 m2,,,no,no,20160812-0001886368-1 HELP,,"€ 299,000",,,,,no,,,yes,31 m2,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,,,,,,1955
Vaartstraat 45        | 2830 - Willebroek,,,,,no,Choose your home insurance,,,,,Upon exchange of deeds,1,15 m2,13 m2,13 m2,10 m2,10 m2,5,Good condition,"1,000 kg CO2/m2",,€ 259,yes,,"yes, conform",,,82,yes,12 m2,,,,,,yes,,576 kWh/m2,,Calculate your monthly installment,,,,,,,Fuel,,1,,,,,14 m2,Installed,"Living area (residential, urban or rural)",,,,yes,30 m2,,,,213 m2,,,3,2,,,,,,South,,,,no,620 m2,,,no,no,20171220-0002019765-1 HELP,,"€ 309,000",,,,1,no,,,yes,,,,Insure your mortgage loan,2,,Property located in a non-flood zone,,6.7,,,,,1900
Kogelstraat 43        | 3590 - Diepenbeek,,,,,no,Choose your home insurance,,,,,bij akte na betaling - bij akte na betaling - bij,1,16 m2,13 m2,,,,2,Good condition,,,"€ 1,234",yes,,,,,,yes,30 m2,,750 m,200 m,90 m,,yes,,528 kWh/m2,,Calculate your monthly installment,1,,,,,,,,3,"yes, not conform",,,,14 m2,Installed,Not specified,,,,yes,30 m2,,,,220 m2,,,3,2,,,,yes,17 m2,Northeast,,3,,yes,565 m2,,,yes,no,20171008-0002000446-1 HELP,,"€ 325,000",,,,1,yes,,,yes,11 m2,,,Insure your mortgage loan,2,,Possible flood zone,,9.35,,,,,1977
